款式编号,款式名称,款式性别,产品线,款式分类,审核状态,是否定制,可做镶口,可做材质,材质颜色
KLPW021824,18K白金 钻石吊坠 摩登风情,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021809,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021808,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021796,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021795,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021793,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021792,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021775,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021774,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021751,PT950铂金 吊坠 幸运,女,PT,吊坠,已审核,是,0,PT950,白
KLPW021743,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021716,18K玫瑰金 吊坠 一网情深,女,K金,吊坠,已审核,是,0,18K,玫瑰金
KLPW021715,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021713,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021712,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021685,瓣心,女,PT,吊坠,已审核,是,0,PT950,白
KLPW021684,叶的回想,女,PT,吊坠,已审核,是,0,PT950,白
KLSW021683,节节高升,女,PT,手链,已审核,是,0,PT950,白
KLSW021682,旋转,女,PT,手链,已审核,是,0,PT950,白
KLSW021681,繁花似锦,女,PT,手链,已审核,是,0,PT950,白
KLPW021660,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021657,18K玫瑰金 紫水晶吊坠群镶款 如梦如醉,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021655,18K玫瑰金 紫水晶吊坠 群镶款 灵动神采,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021654,18K玫瑰金  紫水晶吊坠 钻石吊坠 群镶款 似水柔媚,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021653,18K玫瑰金 9分/0.09克拉 紫水晶吊坠 钻石吊坠 群镶款 甜蜜相契,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021651,18K玫瑰金  钻石俏美晶恋,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021650,18K玫瑰金 水晶吊坠 群镶款 简约风尚,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021649,18K玫瑰金  水晶吊坠 群镶款 沐露梳风,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021648,18K玫瑰金 水晶吊坠 群镶款 逸韵高致,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021647,18K玫瑰金  紫水晶吊坠群镶款 霞姿月韵,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021646,18K玫瑰金 水晶吊坠 群镶款 浓情烈焰,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021636,18K玫瑰金 石榴石吊坠 群镶款 浓情初绽,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021635,18K玫瑰金 石榴石吊坠  群镶款 浓情烈焰,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021634,18K玫瑰金  石榴石吊坠 群镶款 浓情烈焰,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021633,18K玫瑰金  石榴石吊坠 群镶款 如影随形,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021632,18K玫瑰金 石榴石吊坠 群镶款 盈盈魅雅,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021631,18K玫瑰金 石榴石吊坠 群镶款 烟蝶魅舞,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021630,18K玫瑰金  石榴石吊坠 群镶款 果敢之心,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021626,18K玫瑰金 月光石吊坠 群镶款 风光旖旎,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021625,18K玫瑰金 月光石吊坠 群镶款 爱之蓓蕾,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021624,18K玫瑰金  月光石吊坠 群镶款 素雅传奇,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021623,18K玫瑰金 月光石吊坠 群镶款 珍心相伴,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021619,18K玫瑰金 芙蓉石吊坠 群镶款 骄蕊盛绽,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021618,18K玫瑰金 芙蓉石吊坠 群镶款 珍心相伴,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021617,18K玫瑰金 芙蓉石吊坠 群镶款 简约风尚,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021616,18K玫瑰金  芙蓉石吊坠 群镶款 梦中娇蕊,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021615,18K玫瑰金 芙蓉石吊坠 群镶款 俏美雅妆,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021614,18K玫瑰金  芙蓉石吊坠 群镶款 知性女王,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021613,18K玫瑰金  芙蓉石吊坠 群镶款  如梦蜜恋,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021612,18K玫瑰金  芙蓉石吊坠 群镶款 纤柔雅致,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021611,18K玫瑰金芙蓉石吊坠 群镶款 粉妆玉琢,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021610,18K玫瑰金芙蓉石吊坠 群镶款 华丽魅惑,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW021571,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021538,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021515,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021498,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021497,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021389,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW021313,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW021275,pt950耳钉,女,PT,耳饰,已审核,是,0,PT950,白
KLDW021266,pt950耳钉,女,PT,耳饰,已审核,是,0,PT950,白
KLDW021265,pt950耳钉 蝶,女,PT,耳饰,已审核,是,0,PT950,白
KLRM021039,pt950对戒,男,PT,男戒,已审核,是,0,18K|PT950,白
KLRM021037,pt950对戒,男,PT,男戒,已审核,是,0,18K|PT950,白
KLRM021035,pt950对戒,男,PT,男戒,已审核,是,0,18K|PT950,白
KLRM021033,pt950对戒,男,PT,男戒,已审核,是,0,18K|PT950,白
KLRM021031,pt950对戒,男,PT,男戒,已审核,是,0,18K|PT950,白
KLRM021027,pt950对戒,男,PT,男戒,已审核,是,0,18K|PT950,白
KLRM021022,pt950对戒 影,男,PT,男戒,已审核,是,0,18K|PT950,白
KLNW021009,PT950铂金 项链 绞丝链 ,女,PT,项链,已审核,是,0,PT950,白
KLNW021008,PT950铂金 项链 侧身链,女,PT,项链,已审核,是,0,PT950,白
KLNW021007,PT950铂金项链 间片链 ,女,PT,项链,已审核,是,0,PT950,白
KLNW021006,PT950铂金 项链 O字链  43-45CM,女,PT,项链,已审核,是,0,PT950,白
KLPW021005,PT950铂金 项链 心飞 ,女,PT,吊坠,已审核,是,0,PT950,白
KLPW020999,兰心,女,PT,吊坠,已审核,是,0,PT950,白
KLPW020998,星洛,女,PT,吊坠,已审核,是,0,PT950,白
KLRM020931,PT950铂金 情侣对戒 情深意切,男,PT,男戒,已审核,是,0,18K|PT950,白
KLRM020929,PT950铂金  幸福曲线 对戒之男戒,男,PT,男戒,已审核,是,0,18K|PT950,白
KLDW020919,PT950铂金耳钉  心飞 ,女,PT,耳饰,已审核,是,0,PT950,白
KLNW020824,PT950铂金项链  满天星  16寸   40-42CM,女,PT,项链,已审核,是,0,PT950,白
KLDW020767,PT950铂金耳钉 结伴,女,PT,耳饰,已审核,是,0,PT950,白
KLOX020715,18k黄嘴唇,中性,其它,套装,已审核,是,0,18K|PT950,按图做
KLPW020681,金鱼公主,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW020605,吊坠63,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020604,吊坠62,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020601,吊坠59,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020591,吊坠51,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020574,吊坠50,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020568,吊坠44,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020567,吊坠43,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020565,吊坠41,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020562,吊坠38,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020556,吊坠29,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLNW020511,18k白 项链 O字链   18寸43-45CM,女,K金,项链,已审核,是,0,18K,白
KLSW020510,18K玫瑰金手链 星轩,女,K金,手链,已审核,是,0,18K,玫瑰金
KLSW020509,18K玫瑰金手链 星虹,女,K金,手链,已审核,是,0,18K,玫瑰金
KLSW020508,18K玫瑰金手链 流莺,女,K金,手链,已审核,是,0,18K,玫瑰金
KLSW020507,18K彩金手链 媚心,女,K金,手链,已审核,是,0,18K,彩金
KLPW020453,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020450,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLSW020355,18K彩金手链 金铃,女,K金,手链,已审核,是,0,18K,彩金
KLRM020326,PT950铂金 情侣对戒 轨迹,男,PT,男戒,已审核,是,0,18K|PT950,白
KLPW020282,18K玫瑰金 碧玺吊坠 欢乐兔,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW020281,兔女郎,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLPW020278,18K玫瑰金  碧玺吊坠 乖乖狗,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW020277,18K玫瑰金 碧玺吊坠 熊哥哥,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW020274,金鱼儿,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW020273,熊妹妹,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLPW020272,18K玫瑰金 碧玺吊坠 顽皮兔,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW020270,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020269,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020268,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020267,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020266,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020265,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020264,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020262,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020261,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020259,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020258,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020249,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020247,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020241,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020231,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020230,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020228,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020226,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020225,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020224,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020223,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020220,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020219,钻石吊坠--已作废,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020218,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020211,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020048,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW020025,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW019972,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW019970,钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW019938,18K玫瑰金 翡翠葫芦,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW019917,开心小猪,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW019916,小天鹅,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW019915,爱猫咪-公主,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW019914,陶醉猫,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW019913,爱猫咪-女王,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW019912,碧玺吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW019911,灵猫,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW019909,熊妹妹,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW019908,碧玺吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLOX019728,PT950 耳背,中性,其它,套装,已审核,是,0,18K|PT950,按图做
KLPW019547,晨曦 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW019172,18K白金 30分/0.3ct 钻石吊坠 完美之选,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW019171,18K白金 20分/0.2ct 钻石耳钉 恋人絮语,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW019064,知足-珍惜,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018910,缘.遇,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW018909,蝶不息,女,K金,吊坠,已审核,是,0,18K,分色|玫瑰金|黄|白|玫瑰黄|玫瑰白|黄白
KLPW018601,18K白金 30分/0.3ct 钻石吊坠 皎爱,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW018560,白18K金 群镶款 海水珍珠吊坠 乐来香,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW018557,白18K金 海水珍珠耳钉 萤火虫,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018554,小雏菊  南洋白珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018553,黄18K金 海水珍珠吊坠 爱的桂冠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018552,白18K金 海水珍珠吊坠  睡美人 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018551,白18K金 海水珍珠吊坠 香草甜心,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018550,白18K金 海水珍珠吊坠 小海星 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018549,仙露 海水珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018548,两情相悦 海水珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018533,逐梦 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018467,18K白金 钻石吊坠 心心相印,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW018418,心窗,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW018417,18K黄金耳钉 小太阳,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLPW018416,惺惺相惜,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW018414,幸运三叶草,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW018332,18K玫瑰金 碧玺吊坠 钻石吊坠 群镶款 妩媚秀丽,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLRW018313,华美绝伦,女,宝石,女戒,已审核,是,0,18K|PT950,分色|玫瑰金|黄|白|玫瑰黄|玫瑰白|黄白
KLPW018307,18K玫瑰金 碧玺吊坠 群镶款 魅力四射,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLNW018296,18k项链,女,钻石,项链,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLRM018274,PT950铂金 情侣对戒 恰似温柔,男,PT,男戒,已审核,是,0,18K|PT950,白
KLRM018273,PT950铂金 情侣对戒 爱之光华,男,PT,男戒,已审核,是,0,18K|PT950,白
KLRM018270,PT950铂金 情侣对戒 幸福阶梯,男,PT,男戒,已审核,是,0,18K|PT950,白
KLNW018265,铂金 锁恋,女,PT,项链,已审核,是,0,PT950,白
KLDW018263,PT950铂金耳钉 圆润,女,PT,耳饰,已审核,是,0,PT950,白
KLNW018262,铂金项链 深爱,女,PT,项链,已审核,是,0,PT950,白
KLDW018260,铂金 星心 明星,女,PT,耳饰,已审核,是,0,PT950,白
KLPW018259,铂金 爱疯小苹果,女,PT,吊坠,已审核,是,0,PT950,白
KLDW018257,PT950铂金耳钉 绽梅 ,女,PT,耳饰,已审核,是,0,PT950,白
KLPW018247,春晓-生机,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018246,春晓-光芒,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW018225,18K玫瑰金耳钉 花之梦,女,K金,耳饰,已审核,是,0,18K,玫瑰金
KLPW018210,珂兰钻石 18K白金12.3钻石吊坠（含副石2.3分） 呵护 赠S925银链,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLNW018209,18K玫瑰金项链 angel 情系天使,女,K金,项链,已审核,是,0,18K,玫瑰金
KLPW018208,PT950 吊坠 海豚,女,PT,吊坠,已审核,是,0,PT950,白
KLPW018207,PT950 吊坠,女,PT,吊坠,已审核,是,0,PT950,白
KLPW018203,PT950铂金吊坠 结伴 ,女,PT,吊坠,已审核,是,0,PT950,白
KLNW018199,45cmk红肖邦链,女,K金,项链,已审核,是,0,18K,玫瑰金
KLNW018198,18k白金项链 肖邦链,女,K金,项链,已审核,是,0,18K,白
KLPW018168,柔情蜜意,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW018165,名媛风范,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPX018163,18K金黄色 海水珍珠吊坠 陨落之心,中性,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018162,陨落之心18K白金,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018149,金陵十三钗-清新,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018148,金陵十三钗-润泽,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018147,金陵十三钗-舒心,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018144,金陵十三钗-华贵,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018143,金陵十三钗-怡然,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018142,金陵十三钗-坚贞,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018141,金陵十三钗-雅姿,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018140,金陵十三钗-屏风,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018139,金陵十三钗-荷塘,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018138,金陵十三钗-绽放,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018136,金陵十三钗-清羞,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW018002,18K玫瑰金 吊坠 心爱,女,K金,吊坠,已审核,是,0,18K,玫瑰金
KLNW017845,18K玫瑰金项链 波动,女,K金,项链,已审核,是,0,18K,玫瑰金
KLNW017840,18K玫瑰金项链 水波,女,K金,项链,已审核,是,0,18K,玫瑰金
KLPW017694,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
